distretto,mese,giorno,ora,veicolo,genere,età,esito
2,4,21,0,Motocicleta,M,22,Ferit lleu
3,4,21,0,Motocicleta,M,46,Ferit lleu
3,4,21,0,Motocicleta,F,43,Ferit lleu
8,4,21,0,Motocicleta,M,32,Ferit lleu
1,4,21,0,Motocicleta,F,29,Ferit lleu
9,4,21,0,Motocicleta,M,23,Ferit lleu
10,4,21,0,Motocicleta,M,42,Ferit lleu
10,4,21,0,Motocicleta,M,32,Ferit lleu
10,4,22,0,Motocicleta,M,30,Ferit lleu
6,4,22,0,Motocicleta,F,23,Ferit lleu
9,4,22,0,Motocicleta,M,28,Ferit lleu
3,4,23,0,Motocicleta,M,54,Ferit lleu
2,4,22,0,Motocicleta,F,24,Ferit lleu
2,4,23,0,Motocicleta,F,43,Ferit lleu
2,4,23,0,Motocicleta,M,36,Ferit lleu
2,4,23,0,Motocicleta,M,31,Ferit lleu
2,4,23,0,Motocicleta,F,22,Ferit lleu
9,4,23,0,Motocicleta,M,20,Ferit lleu
5,4,23,0,Motocicleta,M,41,Ferit lleu
3,4,24,0,Motocicleta,M,33,Ferit lleu
2,4,24,0,Motocicleta,M,33,Ferit lleu
10,4,24,0,Motocicleta,M,20,Ferit lleu
2,4,24,0,Motocicleta,M,48,Ferit lleu
3,4,24,0,Motocicleta,M,47,Ferit lleu
2,4,24,0,Motocicleta,M,26,Ferit lleu
2,4,24,0,Motocicleta,F,24,Ferit lleu
5,4,25,0,Motocicleta,M,23,Ferit lleu
1,4,25,0,Motocicleta,M,32,Ferit lleu
1,4,25,0,Motocicleta,M,33,Ferit lleu
10,4,26,0,Motocicleta,M,33,Ferit lleu
10,4,26,0,Motocicleta,F,38,Ferit lleu
2,4,26,0,Motocicleta,M,64,Ferit lleu
2,4,26,0,Motocicleta,M,34,Ferit lleu
2,4,26,0,Motocicleta,M,45,Ferit lleu
3,4,26,0,Motocicleta,M,35,Ferit lleu
2,4,26,0,Motocicleta,M,44,Ferit lleu
7,4,26,0,Motocicleta,M,34,Ferit lleu
7,4,26,0,Motocicleta,M,24,Ferit lleu
3,4,27,0,Motocicleta,M,33,Ferit lleu
2,4,27,0,Motocicleta,M,35,Ferit lleu
2,4,27,0,Motocicleta,M,36,Ferit lleu
8,4,27,0,Motocicleta,M,42,Ferit lleu
10,4,27,0,Motocicleta,M,42,Ferit lleu
2,4,28,0,Motocicleta,M,24,Ferit lleu
4,4,28,0,Motocicleta,M,41,Ferit lleu
5,4,28,0,Motocicleta,M,29,Ferit lleu
6,4,28,0,Motocicleta,F,33,Ferit lleu
2,4,28,0,Motocicleta,M,Desconegut,Ferit lleu
2,4,29,0,Motocicleta,M,81,Ferit lleu
4,4,29,0,Motocicleta,M,30,Ferit lleu
3,4,29,0,Motocicleta,M,26,Ferit lleu
5,4,29,0,Motocicleta,M,52,Ferit lleu
5,4,29,0,Motocicleta,M,34,Ferit lleu
2,4,30,0,Motocicleta,M,27,Ferit lleu
9,4,30,0,Motocicleta,M,25,Ferit lleu
5,4,30,0,Motocicleta,M,36,Ferit lleu
3,4,30,0,Motocicleta,M,46,Ferit lleu
10,4,30,0,Motocicleta,M,33,Ferit lleu
10,4,30,0,Motocicleta,M,27,Ferit lleu
3,4,30,0,Motocicleta,M,23,Ferit lleu
3,4,30,0,Motocicleta,M,24,Ferit lleu
2,4,30,0,Motocicleta,M,45,Ferit lleu
2,4,30,0,Motocicleta,M,42,Ferit lleu
2,4,30,0,Motocicleta,M,50,Ferit lleu
2,4,30,0,Motocicleta,M,69,Ferit lleu
5,4,30,0,Motocicleta,M,33,Ferit lleu
5,4,30,0,Motocicleta,M,30,Ferit lleu
10,4,30,0,Motocicleta,M,20,Ferit lleu
3,5,2,0,Motocicleta,F,38,Ferit lleu
3,5,2,0,Motocicleta,M,23,Ferit lleu
5,5,2,0,Motocicleta,M,18,Ferit lleu
9,5,3,0,Motocicleta,M,29,Ferit lleu
2,5,3,0,Motocicleta,M,28,Ferit lleu
2,5,3,0,Motocicleta,M,34,Ferit lleu
3,5,3,0,Motocicleta,F,35,Ferit lleu
5,5,3,0,Motocicleta,M,25,Ferit lleu
6,5,4,0,Motocicleta,M,42,Ferit lleu
4,5,4,0,Motocicleta,M,52,Ferit lleu
4,5,4,0,Motocicleta,F,32,Ferit lleu
9,5,4,0,Motocicleta,M,31,Ferit lleu
2,5,4,0,Motocicleta,M,42,Ferit lleu
2,5,5,0,Motocicleta,M,35,Ferit lleu
2,5,5,0,Motocicleta,M,52,Ferit lleu
2,5,5,0,Motocicleta,F,21,Ferit lleu
2,5,5,0,Motocicleta,M,52,Ferit lleu
8,5,5,0,Motocicleta,M,25,Ferit lleu
2,5,6,0,Motocicleta,F,32,Ferit lleu
2,5,6,0,Motocicleta,F,31,Ferit lleu
10,5,6,0,Motocicleta,M,33,Ferit lleu
2,5,6,0,Motocicleta,M,36,Ferit lleu
10,5,7,0,Motocicleta,M,28,Ferit lleu
